,optimizer,init,layer_out,patience,batch_size,dropout,rmse,rmse_hypermodel_retrained,rmse_train,y_hat,y_hat_hypermodel_retrained,y_hat_train
0,adam,glorot_uniform,10,500,128,0.4,1.903818986837608,1.9073521080541207,2.312558604175192,"[55.718157435059545, 56.60551550805569, 55.02192555338144, 53.89189767077565, 56.18425142884254, 56.28189911499619, 56.38940691649914, 57.80076444625855, 57.29892823368311, 55.613146684914824, 55.1026426769048, 54.74593720514327, 62.97676341831684, 59.13445506453514, 58.08789421111345, 58.11101350426674, 57.86845322519541, 58.614793176352975, 57.156158910393714, 56.33364224538207, 56.20169032528997, 55.916939050704244, 54.07538506776095, 53.59790740013123, 52.68232212781906, 52.42513456366956, 52.84242515187711, 52.75705019290559, 52.634179472792894, 52.62488457199186, 53.55469304665923, 54.72434610709548, 53.54265689261258, 52.79996110353619, 53.413277343921365, 53.87672077525407, 53.729094333946705, 53.263848633244635, 54.18809297963977, 55.85381141081452, 56.05045802950859, 56.453337382972244, 55.5502961486578, 55.305168058872226, 54.82515601292253, 54.00818044457585, 56.00262856200337, 56.27701516628265, 56.97135172873735, 56.08994256481528, 56.852707806825634, 56.96057772308588, 56.55558449462056, 56.61499909505248, 56.8254195946455, 56.51787123426795, 57.47539752066135, 56.76049242883921, 54.89808057278395, 56.666295747309924, 58.28956680804491, 57.601687327325344, 57.70879414767027, 58.172727920114994, 58.046641210913656, 55.92251180976629, 56.11291287615895, 58.39551949411631, 58.339064812362196, 59.09950855076313, 58.89308579057455, 59.12869587659836, 58.65510659456253, 59.09412854939699, 60.00988213777542, 60.103052339553834, 60.76183955848217, 60.81039581477642, 61.177771027386186, 60.31833101838827, 60.403908128142355, 61.056685982346536, 61.59570974975824, 61.62856038868427, 61.53013207376003, 61.02032814860344, 61.05478903472424, 62.86150200664997, 63.11667700529099, 62.54840847551823, 59.54376966655254, 59.478934598565104, 58.9506375309825, 58.10840726837516, 58.27087180703879, 57.795843892395496, 58.44627160251141, 58.47008379846811, 58.172897934913635, 56.70326762109995, 55.48017738781869, 54.08605651479215, 53.10316938363016, 53.3375132381171, 53.28902162735816, 52.19486513599753, 51.59441468019038, 50.09804687038064, 49.63843912273646]","[55.72524709835648, 56.63397848799825, 55.02683480799198, 53.85980883598327, 56.17065040513873, 56.28323027297854, 56.40415543019772, 57.82729094952345, 57.306863161623475, 55.59352104723453, 55.06324127793312, 54.69775306269526, 63.03853236734867, 59.195139931738375, 58.10783089190721, 58.094225319623945, 57.8167467173934, 58.602584155797956, 57.13712749749422, 56.299086992740634, 56.163983447253706, 55.88044732511044, 54.03029170274735, 53.54801253825426, 52.62691611990333, 52.37804019808769, 52.819542128741745, 52.74465494904667, 52.62723538406193, 52.61697210941464, 53.55636822588742, 54.745116106458006, 53.550216804891825, 52.78493822872639, 53.393066303879024, 53.86513838671148, 53.72877305932343, 53.257613056078554, 54.18517648525536, 55.873417717963456, 56.07884395554662, 56.4801863026619, 55.55013636723161, 55.28454874098301, 54.796337927132846, 53.9705781903863, 55.996825993955134, 56.28825723186135, 56.99459611713886, 56.0980094127357, 56.84922666460275, 56.957231913208965, 56.545760870575904, 56.60611001223326, 56.814455871582034, 56.50528038263321, 57.47530796468258, 56.75420908600092, 54.86409081548452, 56.64633319437504, 58.29752646446228, 57.61789379671216, 57.722594180107116, 58.17260508984327, 58.03880267858505, 55.8913492795825, 56.07369969934225, 58.3877261570096, 58.35089256435633, 59.127769087255004, 58.90745673120022, 59.12772750228643, 58.64591983497143, 59.083784066438675, 60.01298457443714, 60.11036461502314, 60.775481519401076, 60.81878080993891, 61.18228365778923, 60.3101399320364, 60.388187261521814, 61.04841698527336, 61.597761639654635, 61.63652231752872, 61.53193121016025, 61.00894051730633, 61.03846712231636, 62.86671517789364, 63.134263832569125, 62.55977990925312, 59.50929629206657, 59.42088275909424, 58.89408915162087, 58.059854662120344, 58.243241306543354, 57.76881813317537, 58.43322215646506, 58.465614947676656, 58.16483137756586, 56.67604880988598, 55.42882826387882, 54.018113959729675, 53.03169053062797, 53.287757122814654, 53.26006309404969, 52.16749080136418, 51.561753807514904, 50.045221871174874, 49.58367509968579]","[58.848158525824545, 58.01367364674807, 57.88322262376547, 57.1897117048502, 57.343992905318736, 58.27827715724707, 57.412500071823594, 57.59156723678112, 55.747992535084485, 56.460342675447464, 57.09692077115178, 57.77102988600731, 57.05047689646482, 56.53447510316968, 56.946362379938364, 57.232105058580636, 57.10804903328419, 57.4231161826849, 58.01590256780386, 58.26006559669972, 58.169498674571514, 59.455237480998036, 59.56940619468689, 59.735907990634445, 60.348701766729356, 60.26096661657095, 61.48532080709934, 61.84531864106655, 61.3599523806572, 61.600546028017995, 62.77887636244297, 63.44353277087212, 63.644047198295596, 64.04873649895191, 63.65568228781223, 63.75826215565205, 63.79887058496475, 63.22683507680893, 63.50536403417587, 64.28468547463417, 65.50303153932094, 65.42416378378869, 66.06565028846263, 65.51272914469241, 64.46224559783936, 64.64748891413211, 65.73512124836445, 65.31136205792427, 64.00645516097546, 63.325612809062, 61.78524290382862, 61.19075224101543, 59.11944778710604, 59.334944713711735, 59.25148375511169, 60.59855268597603, 61.35427082657814, 61.75362525820732, 61.7719205057621, 61.59921089887619, 62.58036019027233, 63.36597019851208, 63.64609341084957, 62.78531484544277, 61.30362742424011, 60.87216443151235, 61.083888793885706, 62.36164291739464, 62.398026549220084, 60.96374684214592, 60.02681381732226, 61.90365320116282, 61.231263256073, 60.57504832983017, 60.776573389172555, 61.04798415660858, 62.15841510236263, 61.873559871912, 63.21695421159267, 64.91965266168117, 64.0719786286354, 65.6047150671482, 65.29703820288181, 65.02390638649463, 64.12715086638927, 64.69942765951157, 62.90047060251236, 63.263534951806065, 63.2031494140625, 63.380178331136705, 61.893947674632074, 63.25526642203331, 65.30271756231785, 66.60026594758034, 66.84299897372722, 67.12147676050662, 66.02079362750054, 66.29700021445751, 68.21301205694675, 68.06273864507675, 68.01775036215783, 67.37883946359158, 67.43682982385158, 67.77296940982342, 67.94795637607575, 67.87557269692421, 68.32009964942932, 67.05532523870468, 67.68416522800922, 68.21596561074257, 69.45532809853553, 70.46066754102706, 68.56875561356544, 70.87957549452781, 71.07029859781265, 70.4042881155014, 70.72048283576966, 71.05084561944008, 71.13714983344079, 71.17404368638992, 70.9375418829918, 71.9561886882782, 71.78288182258606, 71.54475516676902, 70.4805715572834, 67.67750158727169, 66.59158174991607, 68.02417821228504, 66.77026679694653, 65.6126364594698, 64.58399526238442, 65.33512570917607, 64.5782548636198, 65.77135068833827, 65.57593109130859, 65.90196945369243, 66.17576230049133, 66.42337492585182, 66.6975245809555, 64.82151899695397, 65.72125174462795, 64.9110571706295, 65.73241117417813, 65.48782291293145, 68.7860207748413, 69.64389440774917, 74.8861942100525, 77.00635630249977, 73.07967792153359, 73.77250135421752, 73.55089335083962, 73.85048935055732, 72.71703227162361, 73.44503012180328, 73.59087743639947, 73.76629997849464, 70.17063138008118, 70.00647550702095, 70.7563757288456, 67.97864452123642, 67.7985813009739, 68.54560054719448, 69.17330112874508, 70.0396487390995, 67.65461977720261, 70.50178052902221, 70.8467528271675, 71.29338180661202, 68.3941713309288, 70.91423341870308, 69.61333716392517, 68.54977448582649, 68.70164926052094, 68.25416534185409, 68.7662068104744, 68.91948051571846, 66.69718578279019, 66.60094091057778, 67.39682687878609, 67.03586503863335, 66.82349073231221, 64.8817009550333, 65.2605766826868, 65.74440876424313, 66.30114068090916, 67.10128503262996, 67.61997728645801, 68.88043238699436, 69.44635998368263, 69.69936528921127, 68.28739307165146, 69.42379310011864, 69.9839137494564, 69.5733422601223, 69.55217830061912, 68.44090208649635, 67.58044299244881, 67.50812743186951, 67.33202310204506, 69.04718258321286, 70.10093867301941, 68.3438471019268, 68.72783718585968, 68.61543574988842, 69.61368789792061, 70.79822470426559, 70.48372401714325, 70.51285089850425, 72.91451529741288, 73.06999027132989, 71.89821660637855, 71.86624395132066, 72.84129062652588, 75.01686018228531, 74.79149300217628, 76.01161601543427, 74.07185861706733, 73.90715415239335, 73.92257090330124, 74.59621677994728, 72.84162005066872, 70.66966754317284, 71.12172246336937, 71.54944651961327, 71.63056599378586, 69.35484356164932, 68.3829093325138, 68.91788880884647, 69.00478239357471, 66.27381258249282, 66.35709346592427, 67.04429979622364, 67.36402468562126, 66.78144367039204, 65.97573899507523, 65.12515537202358, 63.51384323656559, 62.979921783208844, 62.98270123720169, 62.031924385428425, 61.56803572416305, 60.60327183365822, 60.09497250109911, 59.759895680844785, 55.59487407758832, 56.13690113447606, 56.421978519111875, 56.450215870291, 57.09626240640878, 53.374122429043055, 54.401050027310845, 51.487937799692155, 51.34818391263485, 50.10266242682934, 51.48777801454067, 50.79644837856293, 52.96769824765622, 53.18255453839898, 52.62250098526478, 51.541870170934125, 52.76204644561745, 51.0874761749804, 51.66262549124658, 51.0563184478879, 52.68919250013772, 51.26353397708386, 49.82950152754783, 46.2051105377078, 48.04252896368504, 45.7318510556221, 45.4672770100832, 46.107021898925304, 44.564925733506676, 45.22094031572342, 46.36394515022636, 46.95986079618335, 47.78168459445238, 48.28921788416803, 49.588762514218686, 52.16621650621295, 52.38686996147037, 51.4240123988688, 50.32603328064084, 51.81504756323993, 52.08300515280105, 51.8271391831059, 53.57490126825869, 52.57644101060927, 52.43327677534893, 52.93139262549579, 53.51656838294119, 51.79093932630261, 53.063582129012794, 54.15745213471353, 53.81399544343353, 55.242557016164064, 54.53264220774174, 53.67052898235619, 53.92408063314855, 52.68371138914488, 52.75393002666533, 52.435109646357596, 53.13558199476451, 53.8181293720007, 54.366803431510924, 55.529111983180044, 56.06062264636159, 56.83132386356592, 56.8810756623745, 56.9451672232151, 55.28027500927448, 55.37106132097542, 56.872699173241855, 57.147780641019345, 55.707408370673654, 56.54732904806733, 56.50114568248391, 56.1731694278121, 56.54618496671319, 55.728287935703996, 56.73831050187349, 56.83187021628022, 58.1925908741355, 58.500027600824836, 58.422122428417204, 58.997670922577385, 59.0297970277071, 60.01708903431892, 59.87415547996759, 58.78028405725956, 58.63030157893896, 59.78057064384222, 59.298357828855515, 59.19684498846531, 60.087632643580434, 61.467941332757476, 62.38525164008141, 62.31021585226059, 61.978698099851606, 62.9536424189806, 64.2049089473486, 63.879775661230084, 64.44237069308758, 63.44717380464077, 63.70212313592434, 63.277634851932525, 63.85264172613621, 63.580859651565554, 63.85807706832885, 65.4749182498455, 66.03887241125106, 65.7559522306919, 65.03852630734444, 63.1338978344202, 63.24640595853329, 63.681725578308104, 63.39852305054664, 61.617492496967316, 61.855937484204766, 62.17408290803432, 61.29045267760753, 62.000274230837825, 61.455807270407675, 61.52678217887878, 60.85418799638748, 61.6983308416605, 61.900108753442765, 62.78535682737827, 62.62110235214234, 62.96910760819912, 62.87046207904816, 61.29403939664364, 57.58293564021587, 58.3471069984138, 58.84819005414843, 58.76392744123936, 56.41258157163858, 53.48778514518403, 53.2702323179692, 53.515164132229984, 51.59265808545053, 52.59603196118027, 53.934060162678364, 53.31111921921372, 53.27831474430859, 51.144120698906484, 52.393097736984494, 52.473841889323666, 51.944075880162416, 53.836104486733674, 53.714055718630554, 56.81325663357973, 57.26391218453646, 57.64216223686933, 57.54719914227724, 59.08042848676443, 59.08462904423475, 58.116915968060496, 58.82533404588699, 55.95591590553522, 57.015212228000166, 57.296270260959865, 57.50803254514933, 60.173062576651574, 59.817364350259304, 59.87708856701851, 59.20146292746067, 57.37822871893644, 56.460206773132086, 55.06460832145065, 55.402472836971285, 55.83709485352039, 56.528802933096884, 55.848715079575776, 55.8342498216033, 55.99602735504508, 56.79614686816931, 57.96389815300703, 58.4409794870019, 53.612970206290484, 55.647144507691266, 54.619286426454785, 53.59810414563399, 51.16049843594432, 52.620463179796936, 54.39443545773625, 54.93727606117725, 56.97060352116823, 55.104218084216114, 54.47945096552372, 54.80664923220873, 56.201462020874025, 56.12592282921076, 55.60019436627626, 55.29136137470603, 54.064891498461364, 53.53705673218705, 54.969131862521174]"
1,adam,glorot_uniform,9,500,128,0.3,1.9146274759757635,1.925384659377766,2.308726371332496,"[55.865129696428774, 56.751331573426725, 55.170437946617604, 54.04167931139469, 56.3290000346303, 56.42550733864307, 56.534149159491065, 57.94308599561453, 57.44006338238716, 55.75734763205051, 55.24765974014998, 54.89092800974846, 63.11327799167484, 59.27762881502509, 58.2328655333817, 58.25333857029676, 58.00523947000504, 58.75224207580089, 57.296269179582595, 56.47508661925793, 56.34323467105627, 56.058665682375434, 54.222292896509174, 53.747518768906595, 52.83519169509411, 52.58083109915256, 53.000047352314, 52.91590994060039, 52.794488265514374, 52.785348345637324, 53.71240416884422, 54.8786004653573, 53.69859830260277, 52.95742305874825, 53.56845636487007, 54.03011327922344, 53.88397525250912, 53.4202031481266, 54.34158975541592, 56.00269436985254, 56.198071063160896, 56.59957895100117, 55.69660229831934, 55.45062876135111, 54.97150914222002, 54.156622428894046, 56.14829550027847, 56.421836765408514, 57.115152076780795, 56.23519557863474, 56.994870539605614, 57.10202434331179, 56.69742840588093, 56.75725944906473, 56.966695656180384, 56.65967488259077, 57.61592459022999, 56.90205095678568, 55.04326541751623, 56.808562218248845, 58.428348221480846, 57.74243160739541, 57.85045455858111, 58.312063064426184, 58.18525786966085, 56.06502087533474, 56.25497663170099, 58.53355845719576, 58.477593006640674, 59.23879710659385, 59.03251422733069, 59.26671123996377, 58.793673665970566, 59.231738765090704, 60.146859434098005, 60.2405514279753, 60.89984820887447, 60.94897472515702, 61.31643910259008, 60.45775697596371, 60.54257528319955, 61.194723414331676, 61.73399332657456, 61.768203126490114, 61.67045624539256, 61.16056361362338, 61.1942477580905, 63.00093683850719, 63.2583715743199, 62.69207711219788, 59.68754349425435, 59.618738935738804, 59.088230085074905, 58.245900070369245, 58.408904481828216, 57.934223823845386, 58.58407242268324, 58.608333218097684, 58.311633326113224, 56.844332577884195, 55.622802661955355, 54.231642779111866, 53.252332177162174, 53.4888843613863, 53.44267461538315, 52.35340087354183, 51.756535114645956, 50.26531336963177, 49.810125496387485]","[55.888548979759214, 56.809185175299646, 55.193763613402844, 54.012530822157856, 56.33409398168325, 56.45179722636938, 56.5787329941988, 58.01280676305294, 57.487872200906274, 55.76170179605484, 55.222513084411624, 54.850321868658064, 63.247234067320825, 59.3981216943264, 58.30029668152332, 58.27618968725204, 57.983265040516855, 58.78460460394621, 57.31282383322716, 56.466905978620055, 56.32887389302254, 56.04280606359244, 54.18210974723101, 53.69307808429003, 52.76258632361889, 52.50932830184698, 52.954028804004196, 52.87991812288761, 52.76278415262699, 52.75224619090557, 53.69804140150547, 54.89869507610798, 53.70017275929451, 52.92720409244299, 53.53496423184872, 54.010123967528344, 53.87630054354668, 53.40267312407494, 54.33483064085245, 56.03702431321144, 56.250088111162185, 56.65696385920048, 55.71935140937567, 55.44717719048262, 54.95365617275238, 54.120362673401836, 56.16000270932913, 56.45862254679203, 57.17349014520645, 56.27266641110182, 57.0240541434288, 57.132959749996665, 56.71861073434353, 56.779577119350435, 56.987856623828414, 56.67712743550539, 57.65402343958616, 56.92948088020086, 55.02476517140865, 56.81494443029165, 58.4793091571331, 57.80205349653959, 57.90875030398369, 58.35679489374161, 58.22019478946924, 56.059043989777564, 56.23801857382059, 58.56690712183714, 58.53668369174004, 59.323355448246005, 59.099932579100134, 59.31616566449404, 58.83052305668593, 59.26903147280216, 60.20514856338501, 60.30429591149092, 60.97386701881886, 61.01531641215086, 61.37798921316862, 60.49906049698591, 60.5747092834115, 61.23896624714136, 61.79275629788637, 61.833857627809046, 61.7265875673294, 61.197215828448535, 61.22505717545748, 63.06494114547968, 63.336220559179786, 62.75785102397204, 59.68392207995057, 59.58828068286181, 59.061542015969756, 58.22872674658895, 58.420295071005825, 57.944119632840156, 58.614572827219966, 58.649913917481896, 58.347350262105465, 56.84817334473133, 55.58831535488367, 54.16512051612139, 53.16937271893025, 53.426265636384485, 53.399813809394836, 52.30084352433681, 51.68787073522806, 50.15571146965027, 49.68357261657715]","[58.987120366245506, 58.15404679104686, 58.023305735588075, 57.329800114035606, 57.48314247429371, 58.41650771200657, 57.55225625962019, 57.73156836241483, 55.89074269771576, 56.6014816313982, 57.23729435503483, 57.910537827908996, 57.19234518229961, 56.67663214743138, 57.08718250691891, 57.37202899992466, 57.24877615839243, 57.563659993708136, 58.155229862928394, 58.39900931730867, 58.30878933146596, 59.59289890453219, 59.70711147978902, 59.87396145626903, 60.48668152190745, 60.398956284746525, 61.623244229368865, 61.984434364382174, 61.50020572893322, 61.74101357210427, 62.919347557954026, 63.585930701717736, 63.78907873243094, 64.19588105127215, 63.80354793526232, 63.90609023727477, 63.94665065597743, 63.373892990984025, 63.65190282728523, 64.43193740285933, 65.65357657387852, 65.57834273844958, 66.22328244566917, 65.67147356927394, 64.6186593336612, 64.80166933096945, 65.8897746578604, 65.4669526964426, 64.16067945614458, 63.47651710386388, 61.93150835469365, 61.33309472650289, 59.25985149368644, 59.47278277188539, 59.388544285595415, 60.73469612449408, 61.49188200898468, 61.89271383742802, 61.91245880777947, 61.73991178303957, 62.721100425841286, 63.50822319786996, 63.790699891224506, 62.93109597876668, 61.44789027824998, 61.01352642059326, 61.22297819197178, 62.50040922664106, 62.53865386704914, 61.10558346021921, 60.167657111883166, 62.0419600237906, 61.370090088248254, 60.714826122447846, 60.91602248080075, 61.186227507740256, 62.29711008068174, 62.013932514693586, 63.358602366298435, 65.06513539552688, 64.22067987918854, 65.75716447010636, 65.45196948736906, 65.1791810812801, 64.28104981146753, 64.85173966258765, 63.050054220781746, 63.41054260139586, 63.348919096542524, 63.525299990288914, 62.03864900182933, 63.39885079008527, 65.44932352147997, 66.75394144415856, 67.00419785797595, 67.2877446770668, 66.1865408974886, 66.4613688737154, 68.3819097341597, 68.23587815016508, 68.19396237492562, 67.55449735060334, 67.61080237090587, 67.94690364226699, 68.1228688697517, 68.05134999066591, 68.49782641738653, 67.23037675276399, 67.85837461411953, 68.39174106791616, 69.6371148815751, 70.65194224357604, 68.75914871871471, 71.07685938835144, 71.27372440010309, 70.60846512258053, 70.9263753464818, 71.25864189505577, 71.34653668880463, 71.38489890217781, 71.14806054115296, 72.17118902713061, 72.00037759184838, 71.7625046879053, 70.69297171801328, 67.8737454508245, 66.77275249287486, 68.20035326644778, 66.94140448376537, 65.77856838464737, 64.74404587619007, 65.49160425759852, 64.73239091970026, 65.92645941212773, 65.73268251165747, 66.06019252389669, 66.33598613098263, 66.58522807538509, 66.86138763263821, 64.9824849537015, 65.8804237114638, 65.06786623798311, 65.8889559750259, 65.64509495377541, 68.95211084604263, 69.82229955852031, 75.09894321441651, 77.25991356730461, 73.33416311889887, 74.02635238051414, 73.79993385016918, 74.09745740383863, 72.95761078894138, 73.68577483177185, 73.83295664221049, 74.01051387995481, 70.3970017966628, 70.21908450752497, 70.96376939743757, 68.17217290893197, 67.98322884991765, 68.72754334911704, 69.35665987253189, 70.22916304081679, 67.84009467586876, 70.69334445565939, 71.04534683853387, 71.49893512964249, 68.5923660209775, 71.11514259368181, 69.81129877746105, 68.74118658453226, 68.88964758887887, 68.4377832391858, 68.94925424292684, 69.10375148624182, 66.87505006238818, 66.77300748363137, 67.56712193101644, 67.204912699759, 66.99202499255539, 65.04511837817728, 65.41963861748576, 65.90210539318622, 66.46014919877052, 67.26458584114908, 67.78818436563014, 69.05612916231155, 69.62977858543395, 69.88880296170711, 68.47487395346165, 69.61241790682078, 70.17592857778072, 69.76636933922768, 69.74589531093835, 68.63013788923621, 67.76273194089532, 67.68536845549941, 67.50573678612709, 69.22503800779582, 70.28751445084811, 68.53041732907295, 68.91414583057166, 68.80028516486287, 69.80110771477223, 70.99373626887798, 70.68406642645597, 70.71596209257841, 73.13062462538481, 73.29633090794087, 72.12464325994253, 72.09121177375317, 73.06935505926609, 75.26034922420979, 75.04508258759975, 76.27938372790814, 74.33517802000046, 74.16435667335988, 74.17552029758691, 74.8507467404008, 73.08755712985993, 70.8981728118658, 71.34064243346452, 71.76499902099371, 71.84597317904235, 69.56086221069097, 68.57780584424734, 69.10705255329609, 69.19143834337592, 66.45117994561791, 66.52771213784814, 67.21230351924896, 67.5322999972105, 66.94986363872886, 66.1417472216487, 65.28657783329487, 63.66877651303541, 63.129309818968174, 63.128620428852734, 62.17560840848833, 61.71018000371754, 60.74395161405206, 60.23399717599153, 59.89802643880248, 55.73714566707611, 56.27788626760244, 56.561828528344634, 56.590661627948286, 57.23828084379434, 53.52339702785015, 54.5491487121582, 51.643055222034455, 51.50685181975365, 50.26982898771763, 51.65399154186249, 50.96797267973423, 53.13452554821968, 53.34726434111595, 52.785462438464165, 51.70705025732517, 52.922379935383795, 51.25201878666878, 51.82816904187202, 51.22447533249855, 52.85318240761757, 51.43181788384914, 50.001814413070676, 46.389801080226896, 48.22771253347397, 45.92854376077652, 45.67369100928307, 46.31989926934242, 44.78099621415138, 45.44253953695297, 46.58363541722298, 47.17650128722191, 47.99548667132854, 48.49553762793541, 49.78589080452919, 52.35101068258285, 52.56352287352085, 51.597838374376295, 50.4988267993927, 51.981867748498914, 52.24895405948162, 51.994694294333456, 53.73798187673092, 52.73829939603806, 52.5951039814949, 53.091515826582906, 53.67345669746399, 51.95290311515331, 53.223232485055924, 54.31318237662315, 53.969530712962154, 55.395426028370856, 54.68419288814068, 53.82305628299713, 54.0763215893507, 52.838093616366386, 52.91028596460819, 52.59367833316326, 53.293247088193894, 53.975057210922245, 54.52155868858099, 55.68027944296598, 56.20855379372835, 56.976232008635996, 57.024653498828414, 57.087447593212126, 55.425100981891156, 55.51545816063881, 57.014300992786886, 57.28895747572184, 55.85248525649309, 56.690531520545484, 56.64298873692751, 56.31575156122446, 56.689005887508394, 55.87194925218821, 56.88040240198374, 56.97375816047192, 58.33223934143782, 58.6397044287622, 58.561526490598915, 59.136306092292074, 59.167780755907295, 60.15431336581707, 60.012150018960234, 58.91935017228126, 58.76895757302642, 59.91717200621962, 59.43576795548201, 59.33511833190918, 60.22513706102967, 61.604850284904245, 62.524148411322386, 62.451587629541756, 62.12095606525428, 63.09586417619139, 64.34907315194607, 64.02658785618841, 64.59143277712167, 63.59628236260265, 63.85010947998613, 63.42471391225234, 63.999271500147884, 63.7278864986822, 64.00537245113402, 65.62515583246946, 66.19363257825374, 65.91398850366473, 65.19659201011062, 63.287371645644306, 63.3952563524805, 63.82836543027777, 63.54452789966017, 61.76259094662964, 61.99856282353401, 62.315108655206856, 61.43105775289237, 62.14077410858125, 61.5963017436862, 61.66685356162488, 60.99435608021915, 61.8374761749804, 62.0397968140617, 62.926071334928274, 62.76362378101796, 63.11241519672796, 63.01443130427972, 61.43726048626006, 57.72587519288063, 58.48569999039173, 58.9842811858654, 58.90063847243786, 56.554575705230235, 53.63487272500992, 53.41839089989662, 53.66419176757336, 51.7499430847168, 52.755633693337444, 54.0906017690897, 53.468606444001196, 53.437097164988515, 51.30668399214745, 52.5532397377491, 52.6346496206522, 52.10718178987503, 53.99645440340042, 53.87160201907158, 56.96313455432654, 57.41066033244133, 57.78567818880081, 57.68989339202643, 59.21861038550735, 59.2228684130311, 58.25657818540931, 58.96388636887073, 56.09755454212427, 57.155140002667906, 57.43571840077639, 57.64715055346489, 60.31071263432503, 59.955707425549626, 60.01614118345082, 59.34099577665329, 57.51795654982328, 56.60061628371477, 55.20697806954384, 55.54512263655663, 55.98038482189178, 56.67175811707973, 55.99379896521568, 55.9790181863308, 56.1399206751585, 56.93815436810255, 58.10435599178076, 58.58076552182436, 53.76196447700262, 55.79205346673727, 54.76459286093712, 53.74695440232754, 51.32000528216362, 52.77719881236553, 54.5486374682188, 55.0907542514801, 57.120107020437715, 55.253954414129254, 54.628720091879366, 54.95437695264816, 56.34522558540106, 56.2710450220108, 55.74661541134119, 55.4377449247241, 54.21295505940914, 53.68732244610786, 55.11748934328556]"
